codmun7,idh,habitantes,uf,cidade
2927002,0.572,40732,BA,Rio Real
1718550,0.572,4645,TO,Riachinho
2413706,0.572,5522,RN,Sítio Novo
2104602,0.572,16828,MA,Governador Eugênio Barros
2112308,0.572,41832,MA,Tuntum
2915007,0.572,16056,BA,Itaeté
2603926,0.573,12932,PE,Carnaubeira da Penha
2100204,0.573,22097,MA,Alcântara
2515971,0.573,7783,PB,Sobrado
2516151,0.573,3555,PB,Sossêgo
2510204,0.573,5949,PB,Nova Olinda
2205904,0.573,5349,PI,Manoel Emídio
3148756,0.573,7097,MG,Pedra Bonita
4105201,0.573,17779,PR,Cerro Azul
2905503,0.573,13327,BA,Caldeirão Grande
2708303,0.573,23927,AL,São José da Laje
2203008,0.573,8294,PI,Cristalândia do Piauí
2210102,0.573,3745,PI,São José do Peixe
2701704,0.573,17053,AL,Capela
2614808,0.573,25765,PE,Tacaratu
1720309,0.573,4805,TO,São Sebastião do Tocantins
2301109,0.655,74547,CE,Aracati
2602506,0.574,7487,PE,Brejinho
2509404,0.574,13284,PB,Mogeiro
2927903,0.574,10631,BA,Santa Inês
1720150,0.574,1585,TO,São Félix do Tocantins
2511103,0.574,7843,PB,Pedra Lavrada
2504207,0.574,4932,PB,Catingueira
3160306,0.574,11640,MG,Santo Antônio do Jacinto
2209351,0.574,4634,PI,Santana do Piauí
2202026,0.574,8244,PI,Buriti dos Montes
2911907,0.574,24305,BA,Iaçu
2512747,0.574,3588,PB,Riachão
2401453,0.574,28374,RN,Baraúna
2401859,0.574,6549,RN,Caiçara do Norte
1300508,0.574,32041,AM,Barreirinha
2502409,0.574,11917,PB,Bonito de Santa Fé
2913457,0.574,13226,BA,Igrapiúna
2102903,0.574,23807,MA,Carutapera
2704500,0.574,32704,AL,Maragogi
2707008,0.574,2908,AL,Pindoba
2405306,0.574,10181,RN,Januário Cicco
1300607,0.574,42984,AM,Benjamin Constant
1505551,0.574,5483,PA,Pau D'Arco
2902807,0.575,20598,BA,Barra da Estiva
2903508,0.575,17211,BA,Belo Campo
2207306,0.575,4129,PI,Paes Landim
2918308,0.575,11166,BA,Jitaúna
2902302,0.575,8825,BA,Aratuípe
2608305,0.575,14836,PE,Jupi
2924702,0.575,10707,BA,Piripá
2201770,0.575,6781,PI,Boa Hora
2210706,0.575,14633,PI,Simões
2933109,0.575,9170,BA,Várzea do Poço
2904209,0.575,10211,BA,Botuporã
2900207,0.575,20086,BA,Abaré
2607653,0.575,36447,PE,Itambé
2701902,0.575,7311,AL,Chã Preta
2607950,0.575,11656,PE,Jaqueira
2704005,0.575,24727,AL,Junqueiro
2207603,0.575,10791,PI,Parnaguá
2107001,0.575,9160,MA,Montes Altos
1504604,0.575,31136,PA,Mocajuba
2107456,0.575,14701,MA,Olinda Nova do Maranhão
1200179,0.575,11733,AC,Capixaba
2301208,0.615,26469,CE,Aracoiaba
2912905,0.576,15312,BA,Ibirataia
2207108,0.576,2459,PI,Olho D'Água do Piauí
2201556,0.576,4015,PI,Bela Vista do Piauí
2206704,0.576,7339,PI,Nazaré do Piauí
2907103,0.576,29018,BA,Carinhanha
2500403,0.576,20849,PB,Alagoa Nova
2605301,0.576,31825,PE,Exu
3100609,0.576,13735,MG,Água Boa
2415008,0.576,3170,RN,Vila Flor
2608107,0.576,33822,PE,João Alfredo
2926806,0.576,15371,BA,Rio do Antônio
2202307,0.576,21187,PI,Canto do Buriti
2605806,0.576,15457,PE,Frei Miguelinho
2108900,0.576,17873,MA,Poção de Pedras
2109502,0.576,20195,MA,Riachão
1600253,0.576,5503,AP,Itaubal
2914208,0.576,7260,BA,Irajuba
2103604,0.576,65296,MA,Coroatá
1709005,0.576,13019,TO,Goiatins
2108801,0.576,18625,MA,Pirapemas
2911501,0.576,7128,BA,Gongogi
1200807,0.576,18504,AC,Porto Acre
2920007,0.576,10112,BA,Maiquinique
2301257,0.59,10935,CE,Ararendá
2908804,0.577,4066,BA,Contendas do Sincorá
2204105,0.577,4348,PI,Francisco Ayres
2804458,0.577,8796,SE,Nossa Senhora Aparecida
2933257,0.577,6205,BA,Vereda
1506104,0.577,10825,PA,Primavera
3157377,0.577,4142,MG,Santa Cruz de Salinas
2201176,0.577,3951,PI,Barra D'Alcântara
2802601,0.577,5818,SE,Gracho Cardoso
2611533,0.577,6813,PE,Quixaba
2704906,0.577,3514,AL,Mar Vermelho
2923803,0.577,28989,BA,Paripiranga
2514404,0.577,4682,PB,São José de Espinharas
2201960,0.577,8329,PI,Brasileira
2209153,0.577,4019,PI,Santa Cruz dos Milagres
2211100,0.577,44485,PI,União
2924603,0.577,20150,BA,Pindobaçu
2903102,0.577,5714,BA,Barra do Rocha
1502103,0.577,137890,PA,Cametá
1300300,0.577,39565,AM,Autazes
2601300,0.577,14385,PE,Barra de Guabiraba
2931004,0.577,20403,BA,Tanhaçu
1303957,0.577,14020,AM,São Sebastião do Uatumã
2301307,0.564,21600,CE,Araripe
2402907,0.578,4912,RN,Coronel João Pessoa
2925931,0.578,8972,BA,Quixabeira
2920304,0.578,8393,BA,Malhada de Pedras
2200459,0.578,5419,PI,Alvorada do Gurguéia
2500536,0.578,5492,PB,Alcantil
2206605,0.578,10613,PI,Monte Alegre do Piauí
2926202,0.578,22339,BA,Riachão das Neves
2500775,0.578,8347,PB,Aparecida
2400901,0.578,7145,RN,Antônio Martins
2915809,0.578,23049,BA,Itambé
2800209,0.578,21563,SE,Aquidabã
2514602,0.578,3557,PB,São José do Bonfim
2931707,0.578,13033,BA,Terra Nova
2516508,0.578,15376,PB,Taperoá
2502003,0.578,7342,PB,Belém do Brejo do Cruz
3102704,0.578,9412,MG,Cachoeira de Pajeú
1502855,0.578,14393,PA,Curuá
2601508,0.578,12073,PE,Belém de Maria
2915700,0.578,8035,BA,Itamari
2924801,0.578,24755,BA,Piritiba
2609105,0.578,16088,PE,Machados
2101301,0.578,18582,MA,Bacuri
1501204,0.578,47446,PA,Baião
2910909,0.578,5617,BA,Firmino Alves
2301406,0.622,11847,CE,Aratuba
2928901,0.579,33742,BA,São Desidério
2511509,0.579,11917,PB,Pilar
2507606,0.579,7936,PB,Juarez Távora
2902658,0.579,13229,BA,Banzaê
2210979,0.579,2765,PI,Tanque do Piauí
2926004,0.579,41008,BA,Remanso
2931905,0.579,50687,BA,Tucano
2603108,0.579,20380,PE,Cachoeirinha
2909000,0.579,8614,BA,Cordeiros
2800506,0.579,18542,SE,Areia Branca
3116308,0.579,6787,MG,Cipotânea
2402204,0.579,34276,RN,Canguaretama
2111904,0.579,10636,MA,Sucupira do Norte
1711951,0.579,4316,TO,Lagoa do Tocantins
2301505,0.618,7840,CE,Arneiroz
2807600,0.579,25294,SE,Umbaúba
2513984,0.58,3392,PB,São Francisco
2606705,0.58,7762,PE,Ibirajuba
3125952,0.58,11006,MG,Fervedouro
2203503,0.58,14602,PI,Elesbão Veloso
2505402,0.58,8297,PB,Desterro
2513901,0.58,34031,PB,São Bento
2925253,0.58,14914,BA,Ponto Novo
2611408,0.58,14966,PE,Primavera
2917607,0.58,54423,BA,Jaguaquara
2802809,0.58,17957,SE,Indiaroba
2104206,0.58,15552,MA,Fortuna
2600906,0.58,22829,PE,Amaraji
2107704,0.58,21386,MA,Paraibano
2704203,0.58,28635,AL,Limoeiro de Anadia
1712801,0.58,3426,TO,Maurilândia do Tocantins
2301604,0.6,23417,CE,Assaré
2504702,0.581,4786,PB,Congo
2501401,0.581,8993,PB,Baía da Traição
2515203,0.581,3489,PB,São Sebastião do Umbuzeiro
2904852,0.581,18807,BA,Cabaceiras do Paraguaçu
2516755,0.581,3058,PB,Tenório
2210656,0.581,10041,PI,Sigefredo Pacheco
2902005,0.581,13135,BA,Aracatu
2106003,0.581,11893,MA,Lima Campos
3140555,0.581,8586,MG,Mata Verde
3164506,0.581,10044,MG,São Sebastião do Maranhão
1505601,0.581,8077,PA,Peixe-Boi
2514651,0.581,1801,PB,São José do Brejo do Cruz
2100709,0.581,26803,MA,Anajatuba
2100808,0.581,15732,MA,Anapurus
1706506,0.581,6097,TO,Darcinópolis
2105807,0.581,10840,MA,Lago do Junco
2909901,0.581,34700,BA,Curaçá
2920908,0.581,13822,BA,Mascote
1504976,0.581,16678,PA,Nova Ipixuna
2107357,0.581,20928,MA,Nova Olinda do Maranhão
2112852,0.581,13392,MA,Vila Nova dos Martírios
2905602,0.581,31988,BA,Camacan
2301703,0.605,24654,CE,Aurora
2301802,0.627,6288,CE,Baixio
2907400,0.582,3577,BA,Catolândia
2908705,0.582,17247,BA,Condeúba
2406601,0.582,8245,RN,Lagoa Salgada
2209906,0.582,6139,PI,São João da Serra
2413300,0.582,5762,RN,Serra de São Bento
3104452,0.582,5231,MG,Aricanduva
2500304,0.582,28496,PB,Alagoa Grande
2916856,0.582,14487,BA,Itatim
2204907,0.582,8549,PI,Isaías Coelho
2205524,0.582,5627,PI,Júlio Borges
2616209,0.582,20731,PE,Vertentes
2500601,0.582,19588,PB,Alhandra
1502905,0.582,40066,PA,Curuçá
2106102,0.582,12157,MA,Loreto
2110708,0.582,34376,MA,São Domingos do Maranhão
2932101,0.582,19895,BA,Ubaíra
2401602,0.582,5497,RN,Bento Fernandes
2900306,0.582,15159,BA,Acajutiba
1302702,0.582,55751,AM,Manicoré
3156502,0.582,5995,MG,Rubelita
2106326,0.582,21395,MA,Maracaçumé
1400282,0.582,11950,RR,Iracema
1504455,0.582,31597,PA,Medicilândia
2301851,0.606,18197,CE,Banabuiú
2409704,0.583,6716,RN,Pedro Avelino
2205581,0.583,4064,PI,Lagoa do Piauí
2703403,0.583,5253,AL,Jacaré dos Homens
2202406,0.583,11417,PI,Capitão de Campos
2803708,0.583,6919,SE,Macambira
3116803,0.583,8873,MG,Coluna
2200905,0.583,5835,PI,Aroazes
2603900,0.583,19551,PE,Carnaíba
2805208,0.583,6576,SE,Pinhão
2508554,0.583,4332,PB,Logradouro
2927507,0.583,20791,BA,Santa Bárbara
2900603,0.583,4446,BA,Aiquara
2202059,0.583,10586,PI,Cabeceiras do Piauí
2202251,0.583,3950,PI,Canavieira
2205102,0.583,11019,PI,Itaueira
3163003,0.583,4268,MG,São José da Safira
2508604,0.583,13080,PB,Lucena
3120300,0.583,5971,MG,Cristália
1707207,0.583,7198,TO,Dois Irmãos do Tocantins
3125606,0.583,7457,MG,Felisburgo
2923902,0.583,9831,BA,Pau Brasil
1507466,0.583,6139,PA,São João da Ponta
2914901,0.583,28296,BA,Itacaré
2102358,0.583,15430,MA,Buritirana
1718303,0.583,8432,TO,Praia Norte
1503044,0.583,20304,PA,Floresta do Araguaia
2413102,0.583,6086,RN,Senador Elói de Souza
2301901,0.683,60781,CE,Barbalha
2912301,0.584,16198,BA,Ibicuí
2915908,0.584,6441,BA,Itanagra
2510659,0.584,1771,PB,Parari
2205607,0.584,5295,PI,Landri Sales
5205307,0.584,9709,GO,Cavalcante
2900504,0.584,10610,BA,Érico Cardoso
2410702,0.584,3579,RN,Riacho da Cruz
2401701,0.584,10210,RN,Bom Jesus
2209401,0.584,6415,PI,Santo Antônio de Lisboa
2905305,0.584,18437,BA,Cafarnaum
2517001,0.584,9907,PB,Umbuzeiro
2930907,0.584,12518,BA,Tabocas do Brejo Velho
2802205,0.584,5584,SE,Feira Nova
2912509,0.584,14902,BA,Ibipitanga
1711803,0.584,2193,TO,Juarina
2919058,0.584,8562,BA,Lajedo do Tabocal
2107308,0.584,4683,MA,Nova Iorque
2705101,0.584,24642,AL,Matriz de Camaragibe
3171030,0.584,9355,MG,Verdelândia
1101757,0.584,11204,RO,Vale do Anari
2110856,0.584,11798,MA,São Francisco do Brejão
2301950,0.616,22425,CE,Barreira
2408409,0.585,4258,RN,Olho d'Água do Borges
2406502,0.585,15614,RN,Lagoa Nova
2612000,0.585,9932,PE,Sairé
4113254,0.585,5852,PR,Laranjal
2504074,0.585,4162,PB,Caraúbas
2907806,0.585,32515,BA,Cícero Dantas
2512903,0.585,24176,PB,Rio Tinto
3120870,0.585,7729,MG,Curral de Dentro
2614402,0.585,6007,PE,Solidão
2412906,0.585,11055,RN,São Tomé
2200277,0.585,4915,PI,Alegrete do Piauí
2913002,0.585,16339,BA,Ibitiara
2200301,0.585,14304,PI,Alto Longá
2508901,0.585,44882,PB,Mamanguape
2930204,0.585,40684,BA,Sento Sé
2902609,0.585,20468,BA,Baixa Grande
1507102,0.585,18050,PA,São Caetano de Odivelas
2933604,0.585,46483,BA,Xique-Xique
3144201,0.585,3220,MG,Nacip Raydan
2400307,0.585,11035,RN,Afonso Bezerra
2103125,0.585,8673,MA,Central do Maranhão
3120151,0.585,6704,MG,Crisólita
2107209,0.585,14454,MA,Nina Rodrigues
2302008,0.599,22680,CE,Barro
2302057,0.571,15017,CE,Barroquinha
2933174,0.586,8838,BA,Varzedo
2515708,0.586,2909,PB,Serra Grande
2206753,0.586,4870,PI,Nossa Senhora de Nazaré
2923407,0.586,21750,BA,Palmas de Monte Alto
2702207,0.586,5845,AL,Coqueiro Seco
2210938,0.586,6730,PI,Sussuapara
2921203,0.586,26023,BA,Miguel Calmon
2516607,0.586,14726,PB,Tavares
2607802,0.586,16955,PE,Itaquitinga
2709400,0.586,25733,AL,Viçosa
2601409,0.586,42659,PE,Barreiros
2906006,0.586,71206,BA,Campo Formoso
2104008,0.586,17241,MA,Esperantinópolis
2506608,0.586,5929,PB,Ibiara
1303007,0.586,21173,AM,Nhamundá
2707305,0.586,27165,AL,Porto Calvo
1508001,0.586,63447,PA,Tomé-Açu
2918803,0.586,23840,BA,Laje
1301209,0.586,85097,AM,Coari
2302107,0.619,35750,CE,Baturité
2109304,0.587,11193,MA,Presidente Vargas
4109500,0.587,7636,PR,Guaraqueçaba
2804102,0.587,11335,SE,Moita Bonita
2906402,0.587,8258,BA,Candeal
2401909,0.587,3684,RN,Caiçara do Rio do Vento
2202604,0.587,19716,PI,Castelo do Piauí
2804508,0.587,36924,SE,Nossa Senhora da Glória
2414803,0.587,12481,RN,Vera Cruz
2402808,0.587,5506,RN,Coronel Ezequiel
2928505,0.587,10405,BA,Santa Terezinha
4306502,0.587,15414,RS,Dom Feliciano
2510907,0.587,12347,PB,Paulista
2906204,0.587,26176,BA,Canarana
2803906,0.587,12618,SE,Malhador
2503308,0.587,10244,PB,Cachoeira dos Índios
2806909,0.587,3724,SE,São Francisco
1101435,0.587,6970,RO,Nova União
2933406,0.587,9345,BA,Wagner
2509602,0.587,4816,PB,Monte Horebe
1506906,0.587,6709,PA,Santarém Novo
3136009,0.587,15432,MG,Joaíma
3143450,0.587,8249,MG,Montezuma
2924058,0.587,13578,BA,Pé de Serra
1721307,0.587,2671,TO,Tupiratins
1100338,0.587,30583,RO,Nova Mamoré
2410108,0.587,15413,RN,Poço Branco
2302206,0.638,53573,CE,Beberibe
2302305,0.623,32591,CE,Bela Cruz
1200054,0.588,7417,AC,Assis Brasil
2901353,0.588,14595,BA,Andorinha
2910776,0.588,5665,BA,Feira da Mata
1501451,0.588,17732,PA,Belterra
2209302,0.588,5860,PI,Santa Luz
2600203,0.588,19635,PE,Afrânio
2924108,0.588,7347,BA,Pedrão
3104700,0.588,12868,MG,Ataléia
2902203,0.588,11397,BA,Aramari
2921708,0.588,35413,BA,Morro do Chapéu
2202091,0.588,5776,PI,Caldeirão Grande do Piauí
2801405,0.588,22082,SE,Carira
2603504,0.588,18765,PE,Camocim de São Félix
2806800,0.588,11137,SE,São Domingos
2202778,0.588,7656,PI,Colônia do Piauí
5006358,0.588,14228,MS,Paranhos
1302900,0.588,63905,AM,Maués
2106201,0.588,6951,MA,Luís Domingues
1300706,0.588,34308,AM,Boca do Acre
1304401,0.588,23065,AM,Urucurituba
2112605,0.588,33122,MA,Urbano Santos
1507953,0.588,106339,PA,Tailândia
2302404,0.598,54470,CE,Boa Viagem
2409209,0.589,3089,RN,Passagem
2513943,0.589,2615,PB,São Domingos do Cariri
1200138,0.589,10266,AC,Bujari
2202802,0.589,4803,PI,Conceição do Canindé
2408607,0.589,4254,RN,Paraná
2406403,0.589,2732,RN,Lagoa de Velhos
2802304,0.589,15421,SE,Frei Paulo
2901502,0.589,11221,BA,Anguera
2412708,0.589,5971,RN,São Pedro
2902500,0.589,13877,BA,Baianópolis
2402501,0.589,10759,RN,Carnaubais
2804409,0.589,18719,SE,Neópolis
2605152,0.589,18908,PE,Dormentes
1504802,0.589,58032,PA,Monte Alegre
2208700,0.589,8778,PI,Redenção do Gurguéia
2707107,0.589,25039,AL,Piranhas
2915205,0.589,14579,BA,Itagibá
2706604,0.589,7564,AL,Paulo Jacinto
5003157,0.589,15253,MS,Coronel Sapucaia
1101609,0.589,10444,RO,Theobroma
2105989,0.589,7550,MA,Lajeado Novo
1721109,0.589,7545,TO,Tocantínia
2107407,0.589,19505,MA,Olho d'Água das Cunhãs
1505494,0.589,7589,PA,Palestina do Pará
2910602,0.589,37237,BA,Esplanada
1501576,0.589,16981,PA,Bom Jesus do Tocantins
2105708,0.589,50266,MA,Lago da Pedra
1508159,0.589,45476,PA,Uruará
2914109,0.59,9865,BA,Ipupiara
2509503,0.59,5669,PB,Montadas
2206001,0.59,4549,PI,Marcos Parente
2930600,0.59,13397,BA,Serrolândia
3126802,0.59,5880,MG,Frei Gaspar
2511202,0.59,28458,PB,Pedras de Fogo
2110658,0.59,7392,MA,São Domingos do Azeitão
2909406,0.59,13782,BA,Cotegipe
2923704,0.59,32000,BA,Paratinga
2612604,0.59,41931,PE,Santa Maria da Boa Vista
2409332,0.59,5551,RN,Santa Maria
3146552,0.59,6089,MG,Pai Pedro
2806404,0.59,7780,SE,Santana do São Francisco
2932804,0.59,19178,BA,Utinga
2102309,0.59,23884,MA,Buriti Bravo
2922102,0.59,26776,BA,Mundo Novo
2906303,0.59,31099,BA,Canavieiras
1507755,0.59,5930,PA,Sapucaia
2410256,0.59,6437,RN,Porto do Mangue
2302503,0.647,49477,CE,Brejo Santo
2302602,0.62,63661,CE,Camocim
2910107,0.591,12199,BA,Dom Basílio
2205300,0.591,4452,PI,Jerumenha
2613107,0.591,37245,PE,São Caitano
2505105,0.591,20338,PB,Cuité
2411403,0.591,12791,RN,Santana do Matos
2906600,0.591,14319,BA,Candiba
2609303,0.591,15390,PE,Mirandiba
2514503,0.591,20251,PB,São José de Piranhas
2917334,0.591,10994,BA,Iuiu
2302701,0.63,27426,CE,Campos Sales
2912202,0.591,19571,BA,Ibicoara
2512002,0.591,18564,PB,Pocinhos
2412559,0.591,10282,RN,São Miguel do Gostoso
2708006,0.591,47654,AL,Santana do Ipanema
2708709,0.591,7951,AL,São Miguel dos Milagres
3129657,0.591,5400,MG,Ibiracatu
2208809,0.591,17978,PI,Regeneração
1501758,0.591,7380,PA,Brejo Grande do Araguaia
2302800,0.612,76997,CE,Canindé
1507607,0.591,58986,PA,São Miguel do Guamá
2109239,0.591,7015,MA,Presidente Médici
2302909,0.611,17738,CE,Capistrano
2410801,0.591,4204,RN,Riacho de Santana
2410900,0.592,8128,RN,Riachuelo
3102209,0.592,3907,MG,Alvarenga
2607703,0.592,13616,PE,Itapetim
2929255,0.592,18793,BA,São Gabriel
2908903,0.592,22605,BA,Coração de Maria
3144672,0.592,3190,MG,Nova Belém
2506806,0.592,18103,PB,Ingá
2502300,0.592,4975,PB,Bom Sucesso
3136959,0.592,5724,MG,Juvenília
2501906,0.592,17676,PB,Belém
2928307,0.592,8943,BA,Santanópolis
2504801,0.592,15445,PB,Coremas
2504405,0.592,18982,PB,Conceição
2414100,0.592,10786,RN,Tenente Ananias
2930808,0.592,16979,BA,Souto Soares
2806503,0.592,3913,SE,Santa Rosa de Lima
2600302,0.592,24885,PE,Agrestina
2101509,0.592,18820,MA,Barão de Grajaú
2925808,0.592,25439,BA,Queimadas
