codmun7,idh,habitantes,uf,cidade
1500800,0.718,530598,PA,Ananindeua
3535606,0.719,18222,SP,Paraibuna
3530904,0.719,3493,SP,Mombuca
4209177,0.719,2101,SC,Jupiá
3502200,0.719,25228,SP,Angatuba
4204152,0.719,2728,SC,Celso Ramos
5210406,0.719,42900,GO,Itaberaí
4321600,0.719,51715,RS,Tramandaí
4301701,0.719,6623,RS,Barão de Cotegipe
4303301,0.719,4846,RS,Caibaté
3169604,0.719,25327,MG,Tupaciguara
3516853,0.719,4789,SP,Gavião Peixoto
4114005,0.719,13132,PR,Mamborê
5215405,0.719,3759,GO,Ouro Verde de Goiás
3123205,0.719,13483,MG,Dores do Indaiá
5200555,0.719,6414,GO,Alto Horizonte
4306130,0.719,1833,RS,Cruzaltense
5218904,0.719,19882,GO,Rubiataba
3522802,0.719,15149,SP,Itaporanga
3517802,0.719,8323,SP,Guaraçaí
3518602,0.719,40105,SP,Guariba
4109104,0.719,2243,PR,Guaporema
3545100,0.719,5300,SP,Salmourão
3539707,0.719,3550,SP,Platina
3512506,0.719,6058,SP,Coroados
4305504,0.719,4747,RS,Ciríaco
4125605,0.719,46261,PR,São Mateus do Sul
3539608,0.719,5237,SP,Planalto
3521002,0.719,37133,SP,Iperó
5107107,0.719,18906,MT,São José dos Quatro Marcos
3533254,0.719,5830,SP,Novais
3305109,0.719,472406,RJ,São João de Meriti
4314456,0.72,2579,RS,Pinhal
3548609,0.72,10878,SP,São Bento do Sapucaí
4107652,0.72,100209,PR,Fazenda Rio Grande
5004700,0.72,23187,MS,Ivinhema
3146602,0.72,1529,MG,Paiva
4128609,0.72,7257,PR,Verê
4319703,0.72,3299,RS,São Valentim
3527900,0.72,2649,SP,Lutécia
4103008,0.72,4105,PR,Boa Esperança
3549201,0.72,2568,SP,São João das Duas Pontes
3133600,0.72,9783,MG,Itapeva
3509908,0.72,12540,SP,Cananéia
4308003,0.72,6677,RS,Faxinal do Soturno
4300661,0.72,1333,RS,André da Rocha
4313805,0.72,7057,RS,Palmitinho
4212254,0.72,8823,SC,Passo de Torres
3508702,0.72,18985,SP,Caconde
3140803,0.72,14468,MG,Matias Barbosa
4117404,0.72,3428,PR,Ourizona
3519808,0.72,8243,SP,Icém
2504009,0.72,409731,PB,Campina Grande
5210000,0.72,52866,GO,Inhumas
4123709,0.72,8562,PR,Santa Isabel do Ivaí
2408003,0.72,297378,RN,Mossoró
4218103,0.72,5348,SC,Timbé do Sul
3523008,0.72,4906,SP,Itapura
4128302,0.72,2605,PR,Uniflor
4213708,0.72,17453,SC,Pouso Redondo
5220405,0.72,20645,GO,São Simão
3303609,0.72,52257,RJ,Paracambi
3502606,0.721,4196,SP,Aparecida d'Oeste
3536257,0.721,2161,SP,Parisi
4113106,0.721,4100,PR,Kaloré
3526506,0.721,11980,SP,Lavínia
4101150,0.721,2928,PR,Ângulo
5217203,0.721,10385,GO,Piranhas
3153004,0.721,3603,MG,Pratinha
3543238,0.721,2225,SP,Ribeirão dos Índios
3142403,0.721,7517,MG,Moema
3529203,0.721,26461,SP,Martinópolis
3135308,0.721,4350,MG,Japaraíba
3510203,0.721,47138,SP,Capão Bonito
3200201,0.721,30084,ES,Alegre
3555604,0.721,10110,SP,Uchoa
4208807,0.721,20024,SC,Jaguaruna
3142601,0.721,8688,MG,Monsenhor Paulo
4115507,0.721,4679,PR,Marumbi
4204806,0.721,39745,SC,Curitibanos
5217104,0.721,24524,GO,Piracanjuba
5006309,0.721,42148,MS,Paranaíba
3544400,0.721,3128,SP,Rubiácea
5004007,0.721,9965,MS,Glória de Dourados
4322509,0.721,66218,RS,Vacaria
4128401,0.721,11314,PR,Uraí
3502309,0.721,6724,SP,Anhembi
4309001,0.721,16004,RS,Giruá
5214507,0.721,29850,GO,Nerópolis
3159605,0.721,43260,MG,Santa Rita do Sapucaí
3115003,0.721,3075,MG,Cascalho Rico
2704302,0.721,1018948,AL,Maceió
4310108,0.721,36899,RS,Igrejinha
4103602,0.721,25360,PR,Cambará
4100509,0.721,22056,PR,Altônia
5006200,0.721,54374,MS,Nova Andradina
2903201,0.721,155439,BA,Barreiras
3503356,0.722,1791,SP,Arco-Íris
3512902,0.722,7307,SP,Cosmorama
3554755,0.722,1724,SP,Trabiju
5200209,0.722,1850,GO,Água Limpa
4207759,0.722,3976,SC,Iraceminha
5215900,0.722,3585,GO,Palminópolis
4125209,0.722,9050,PR,São Jorge d'Oeste
3510708,0.722,12326,SP,Cardoso
4103503,0.722,8570,PR,Califórnia
4121406,0.722,16922,PR,Realeza
4128658,0.722,4023,PR,Virmond
3501509,0.722,3222,SP,Alvinlândia
3105400,0.722,32485,MG,Barão de Cocais
4116901,0.722,27904,PR,Nova Esperança
4115408,0.722,14367,PR,Marmeleiro
3301801,0.722,14002,RJ,Engenheiro Paulo de Frontin
3535408,0.722,15777,SP,Panorama
3146008,0.722,33639,MG,Ouro Fino
3111804,0.722,12150,MG,Canápolis
3541901,0.722,13420,SP,Queluz
3535101,0.722,13275,SP,Palmares Paulista
3164704,0.722,70956,MG,São Sebastião do Paraíso
4301925,0.723,1690,RS,Barra do Rio Azul
3524501,0.723,7067,SP,Jaci
4302378,0.723,1942,RS,Bom Progresso
4205209,0.723,4412,SC,Erval Velho
4106506,0.723,20734,PR,Coronel Vivida
4108205,0.723,6578,PR,Formosa do Oeste
4123204,0.723,3334,PR,Santa Cecília do Pavão
3150703,0.723,6199,MG,Pirajuba
3549003,0.723,2821,SP,São Francisco
4320206,0.723,10750,RS,Seberi
4322855,0.723,1815,RS,Vespasiano Corrêa
4200606,0.723,6469,SC,Águas Mornas
4315107,0.723,10246,RS,Porto Xavier
4107108,0.723,5087,PR,Diamante do Norte
3552908,0.723,6285,SP,Taciba
3543808,0.723,9981,SP,Rinópolis
4306205,0.723,12348,RS,Cruzeiro do Sul
3136900,0.723,10563,MG,Juruaia
5219738,0.723,6283,GO,Santo Antônio de Goiás
3112604,0.723,16173,MG,Capinópolis
4126504,0.723,16369,PR,Sertanópolis
4118808,0.723,13996,PR,Peabiru
4101606,0.723,28115,PR,Arapoti
3539509,0.723,39719,SP,Pitangueiras
3133402,0.723,15243,MG,Itapagipe
3516804,0.723,4808,SP,Gastão Vidigal
3149804,0.723,16168,MG,Perdizes
5220058,0.724,1381,GO,São João da Paraúna
3529658,0.724,1908,SP,Mesópolis
3103801,0.724,2834,MG,Arapuá
4310751,0.724,1910,RS,Ivorá
4311908,0.724,4402,RS,Marcelino Ramos
4202701,0.724,5246,SC,Botuverá
4110409,0.724,4457,PR,Indianópolis
4306759,0.724,1983,RS,Doutor Ricardo
3126000,0.724,7461,MG,Florestal
3162203,0.724,7453,MG,São João Batista do Glória
3523602,0.724,18157,SP,Itirapina
4107256,0.724,8747,PR,Douradina
4309902,0.724,7262,RS,Ibiraiaras
3114709,0.724,3579,MG,Carvalhópolis
5219308,0.724,38648,GO,Santa Helena de Goiás
3203205,0.724,173555,ES,Linhares
3527801,0.724,4584,SP,Lupércio
3160405,0.724,28243,MG,Santo Antônio do Monte
3143401,0.724,23803,MG,Monte Sião
3530201,0.724,18259,SP,Mirante do Paranapanema
3138807,0.724,18215,MG,Luz
4316105,0.724,10601,RS,Ronda Alta
4108809,0.724,33119,PR,Guaíra
3169901,0.724,115552,MG,Ubá
3300100,0.724,203785,RJ,Angra dos Reis
2107506,0.724,122197,MA,Paço do Lumiar
3520426,0.725,11166,SP,Ilha Comprida
3534906,0.725,14197,SP,Pacaembu
4314787,0.725,1547,RS,Ponte Preta
3114600,0.725,4047,MG,Carrancas
4316733,0.725,1639,RS,Santa Cecília do Sul
4206751,0.725,1957,SC,Ibiam
3556958,0.725,1840,SP,Vitória Brasil
5209101,0.725,34095,GO,Goiatuba
4103800,0.725,7865,PR,Cambira
4126405,0.725,5284,PR,Sertaneja
3538204,0.725,15207,SP,Pinhalzinho
4316709,0.725,7994,RS,Santa Bárbara do Sul
3517505,0.725,21454,SP,Guapiaçu
3306008,0.725,81804,RJ,Três Rios
3536604,0.725,8945,SP,Paulo de Faria
5201207,0.725,1149,GO,Anhanguera
4318614,0.725,2408,RS,São José do Sul
4126108,0.725,5722,PR,São Tomé
3147105,0.725,93969,MG,Pará de Minas
3522901,0.725,13992,SP,Itapuí
4125555,0.725,2160,PR,São Manoel do Paraná
3556305,0.725,26480,SP,Valparaíso
4101101,0.725,20031,PR,Andirá
4113502,0.725,23086,PR,Loanda
3101904,0.725,19853,MG,Alpinópolis
4314779,0.725,3904,RS,Pontão
4115606,0.725,17943,PR,Matelândia
3514106,0.725,27315,SP,Dois Córregos
3505609,0.725,32812,SP,Barrinha
4200200,0.725,10864,SC,Agrolândia
4312302,0.725,4925,RS,Miraguaí
5101258,0.725,16822,MT,Araputanga
3151404,0.725,27989,MG,Pitangui
5210901,0.725,22981,GO,Itapaci
4205803,0.725,18145,SC,Garuva
3511904,0.725,8617,SP,Clementina
3540200,0.725,49961,SP,Pontal
3533106,0.726,2316,SP,Nova Guataporanga
4205191,0.726,2063,SC,Ermo
5211206,0.726,25768,GO,Itapuranga
3532108,0.726,4486,SP,Murutinga do Sul
4319109,0.726,5426,RS,São Martinho
4310900,0.726,3561,RS,Jacutinga
3520301,0.726,30857,SP,Iguape
3201407,0.726,37534,ES,Castelo
4116307,0.726,3984,PR,Munhoz de Melo
3134301,0.726,6023,MG,Itumirim
4110706,0.726,60727,PR,Irati
3301306,0.726,44184,RJ,Casimiro de Abreu
3553906,0.726,7468,SP,Tarabai
3202504,0.726,12479,ES,Ibiraçu
4109807,0.726,54558,PR,Ibiporã
4119004,0.726,6347,PR,Pérola d'Oeste
4203204,0.726,82989,SC,Camboriú
3138401,0.726,52587,MG,Leopoldina
4320008,0.726,141075,RS,Sapucaia do Sul
3101508,0.726,35362,MG,Além Paraíba
3109808,0.726,2692,MG,Cachoeira Dourada
3515806,0.727,1464,SP,Flora Rica
3519006,0.727,9526,SP,Herculândia
4215554,0.727,2223,SC,Santa Helena
3134509,0.727,3788,MG,Itutinga
3536109,0.727,6435,SP,Pardinho
5204201,0.727,1351,GO,Cachoeira de Goiás
4305934,0.727,1628,RS,Coronel Pilar
3515129,0.727,3214,SP,Emilianópolis
4124806,0.727,10241,PR,São João
5208608,0.727,70084,GO,Goianésia
5218607,0.727,10918,GO,Rialma
3539103,0.727,18895,SP,Pirapora do Bom Jesus
5002902,0.727,21939,MS,Cassilândia
4102406,0.727,31367,PR,Bandeirantes
4312138,0.727,2540,RS,Mato Castelhano
4317103,0.727,77027,RS,Sant'Ana do Livramento
3520004,0.727,24674,SP,Igaraçu do Tietê
3204203,0.727,21711,ES,Piúma
3520905,0.727,14971,SP,Ipaussu
3555505,0.727,4780,SP,Ubirajara
5218003,0.727,45394,GO,Porangatu
3104304,0.727,15070,MG,Areado
5104526,0.727,7667,MT,Ipiranga do Norte
4321204,0.727,57466,RS,Taquara
1200401,0.727,407319,AC,Rio Branco
3127701,0.727,279885,MG,Governador Valadares
4215695,0.728,1260,SC,Santiago do Sul
3501202,0.728,3679,SP,Álvares Florence
4322301,0.728,7893,RS,Tuparendi
4212403,0.728,3976,SC,Pedras Grandes
3545704,0.728,6008,SP,Santa Albertina
3542503,0.728,9621,SP,Reginópolis
4202073,0.728,10979,SC,Balneário Gaivota
3549953,0.728,15825,SP,São Lourenço da Serra
4302253,0.728,2783,RS,Boa Vista do Sul
3146503,0.728,8283,MG,Pains
3300233,0.728,33870,RJ,Armação dos Búzios
3509205,0.728,76801,SP,Cajamar
3544608,0.728,5590,SP,Sabino
3205069,0.728,25277,ES,Venda Nova do Imigrante
4304309,0.728,6198,RS,Cândido Godói
4310439,0.728,6640,RS,Ipê
4203105,0.728,6148,SC,Caibi
3554953,0.728,6894,SP,Tuiuti
4127205,0.728,17094,PR,Terra Boa
3517307,0.728,5765,SP,Guaimbê
3143104,0.728,47809,MG,Monte Carmelo
4101903,0.728,15119,PR,Assaí
3546306,0.728,34361,SP,Santa Cruz das Palmeiras
4104659,0.728,23415,PR,Carambeí
3110004,0.728,44718,MG,Caeté
4217709,0.728,30374,SC,Sombrio
3511409,0.729,19985,SP,Cerqueira César
4122107,0.729,3203,PR,Rio Bom
4305454,0.729,16254,RS,Cidreira
4102000,0.729,33362,PR,Assis Chateaubriand
3508900,0.729,4191,SP,Caiabu
4218400,0.729,7081,SC,Treze de Maio
3552106,0.729,41005,SP,Socorro
3526407,0.729,28516,SP,Laranjal Paulista
3152907,0.729,8603,MG,Pratápolis
3149200,0.729,3635,MG,Pedrinópolis
3118205,0.729,6939,MG,Conquista
5007695,0.729,26771,MS,São Gabriel do Oeste
3545308,0.729,45422,SP,Salto de Pirapora
5100201,0.729,25721,MT,Água Boa
3557154,0.729,2718,SP,Zacarias
5207105,0.729,2484,GO,Diorama
3202603,0.729,13860,ES,Iconha
3301504,0.729,21926,RJ,Cordeiro
4214508,0.729,5940,SC,Rio do Campo
3162955,0.729,23766,MG,São José da Lapa
3148103,0.729,90757,MG,Patrocínio
4315800,0.729,11393,RS,Roca Sales
3147303,0.729,21083,MG,Paraisópolis
4214706,0.729,11676,SC,Rio dos Cedros
3526605,0.729,7260,SP,Lavrinhas
5107958,0.729,103750,MT,Tangará da Serra
3300407,0.729,184412,RJ,Barra Mansa
3557204,0.729,12418,SP,Chavantes
3551504,0.729,45107,SP,Serrana
3500204,0.73,3562,SP,Adolfo
3533809,0.73,2496,SP,Óleo
3521903,0.73,15262,SP,Itajobi
4214201,0.73,9887,SC,Quilombo
3521150,0.73,5392,SP,Ipiguá
3501004,0.73,16184,SP,Altinópolis
4312005,0.73,2031,RS,Mariano Moro
3544707,0.73,2432,SP,Sagres
5215801,0.73,2381,GO,Palmelo
3200409,0.73,29263,ES,Anchieta
3131901,0.73,51875,MG,Itabirito
3507407,0.73,16046,SP,Borborema
4310306,0.73,4078,RS,Ilópolis
3536307,0.73,14670,SP,Patrocínio Paulista
4111506,0.73,31984,PR,Ivaiporã
3506359,0.73,63249,SP,Bertioga
4206603,0.73,5160,SC,Guarujá do Sul
3514957,0.73,2452,SP,Embaúba
3510807,0.73,30380,SP,Casa Branca
4105904,0.73,24012,PR,Colorado
4127957,0.73,8124,PR,Tupãssi
3108305,0.73,19412,MG,Borda da Mata
3529807,0.73,12908,SP,Mineiros do Tietê
4309308,0.73,98143,RS,Guaíba
4107504,0.73,14000,PR,Engenheiro Beltrão
3302205,0.73,103224,RJ,Itaperuna
3127107,0.73,59496,MG,Frutal
5204300,0.73,16009,GO,Caçu
3303104,0.73,15317,RJ,Natividade
3305802,0.73,182594,RJ,Teresópolis
3153905,0.73,16354,MG,Raposos
4215901,0.731,2838,SC,São Bonifácio
3529609,0.731,3836,SP,Meridiano
3518305,0.731,29798,SP,Guararema
3529104,0.731,2112,SP,Marinópolis
4216701,0.731,13829,SC,São José do Cedro
3516408,0.731,154489,SP,Franco da Rocha
3127909,0.731,1388,MG,Grupiara
3141108,0.731,37820,MG,Matozinhos
4111209,0.731,11964,PR,Itapejara d'Oeste
3202405,0.731,124859,ES,Guarapari
5220108,0.731,33817,GO,São Luís de Montes Belos
3169406,0.731,56746,MG,Três Pontas
4315453,0.731,2090,RS,Relvado
3511003,0.731,21006,SP,Castilho
4117222,0.731,8219,PR,Nova Santa Rosa
3553302,0.731,23207,SP,Tambaú
4126702,0.731,5120,PR,Tamboara
5218789,0.731,4493,GO,Rio Quente
3151206,0.731,56428,MG,Pirapora
4320800,0.731,31002,RS,Soledade
4108601,0.731,28884,PR,Goioerê
3156700,0.731,136344,MG,Sabará
2105302,0.731,258682,MA,Imperatriz
4205506,0.731,36443,SC,Fraiburgo
1100304,0.731,99854,RO,Vilhena
4302238,0.731,2603,RS,Boa Vista do Incra
3527603,0.731,14947,SP,Luís Antônio
4109401,0.731,181504,PR,Guarapuava
3125101,0.732,36225,MG,Extrema
3518008,0.732,2000,SP,Guarani d'Oeste
4208609,0.732,3936,SC,Jaborá
4317954,0.732,2324,RS,Santo Expedito do Sul
3535903,0.732,4078,SP,Paranapuã
4315909,0.732,5867,RS,Rodeio Bonito
3548302,0.732,3111,SP,Santo Expedito
3545001,0.732,17139,SP,Salesópolis
3515400,0.732,16036,SP,Fartura
4108106,0.732,2689,PR,Flórida
3542008,0.732,6638,SP,Quintana
3540309,0.732,2577,SP,Pontes Gestal
4305405,0.732,3756,RS,Chiapetta
3300605,0.732,37096,RJ,Bom Jesus do Itabapoana
3522406,0.732,94354,SP,Itapeva
4318440,0.732,2824,RS,São Jorge
3515152,0.732,20773,SP,Engenheiro Coelho
5221809,0.732,3072,GO,Urutaí
3156908,0.732,26185,MG,Sacramento
3537701,0.732,5980,SP,Piacatu
3137205,0.732,52165,MG,Lagoa da Prata
5107875,0.732,25881,MT,Sapezal
3535002,0.732,12957,SP,Palestina
4105300,0.732,11765,PR,Céu Azul
5201702,0.732,20118,GO,Aragarças
5207808,0.732,13292,GO,Firminópolis
1716505,0.732,13578,TO,Pedro Afonso
2610707,0.732,331774,PE,Paulista
3546108,0.733,2115,SP,Santa Clara d'Oeste
4116703,0.733,10472,PR,Nova Aurora
3525201,0.733,30044,SP,Jarinu
3300258,0.733,30349,RJ,Arraial do Cabo
3527504,0.733,2394,SP,Lucianópolis
4322350,0.733,1154,RS,União da Serra
3531803,0.733,59772,SP,Monte Mor
4315172,0.733,1947,RS,Protásio Alves
4201901,0.733,5679,SC,Aurora
4308854,0.733,1634,RS,Gentil
3519204,0.733,6321,SP,Iacri
3504909,0.733,10945,SP,Bananal
4201802,0.733,3210,SC,Atalanta
5213756,0.733,13396,GO,Montividiu
5204508,0.733,91162,GO,Caldas Novas
4121604,0.733,6802,PR,Renascença
4201273,0.733,4267,SC,Arabutã
4321303,0.733,26862,RS,Taquari
3114402,0.733,21225,MG,Carmo do Rio Claro
4105805,0.733,243726,PR,Colombo
4322004,0.733,29538,RS,Triunfo
3503703,0.733,9668,SP,Ariranha
3540903,0.733,21496,SP,Pradópolis
3300308,0.733,100374,RJ,Barra do Piraí
1600303,0.733,503327,AP,Macapá
3510906,0.734,2523,SP,Cássia dos Coqueiros
3506300,0.734,11148,SP,Bernardino de Campos
3513900,0.734,11146,SP,Divinolândia
4217253,0.734,5823,SC,São Pedro de Alcântara
3513207,0.734,8631,SP,Cristais Paulista
3509304,0.734,10542,SP,Cajobi
4300570,0.734,3028,RS,Alto Feliz
3165537,0.734,32752,MG,Sarzedo
3105905,0.734,20810,MG,Barroso
3143906,0.734,108763,MG,Muriaé
5213806,0.734,46136,GO,Morrinhos
3102605,0.734,41077,MG,Andradas
4127106,0.734,78974,PR,Telêmaco Borba
3201100,0.734,9936,ES,Bom Jesus do Norte
5102637,0.734,35360,MT,Campo Novo do Parecis
4103701,0.734,106533,PR,Cambé
3543709,0.734,10799,SP,Rincão
4301859,0.734,3248,RS,Barra do Guarita
5108402,0.734,284971,MT,Várzea Grande
5106653,0.734,6711,MT,Pontal do Araguaia
3533205,0.735,3969,SP,Nova Independência
4120200,0.735,2559,PR,Porto Rico
3503950,0.735,1822,SP,Aspásia
5107768,0.735,3429,MT,Santa Rita do Trivelato
3556107,0.735,13326,SP,Valentim Gentil
4114807,0.735,35496,PR,Marialva
3107604,0.735,4217,MG,Bom Jesus da Penha
3525102,0.735,44380,SP,Jardinópolis
3541109,0.735,4094,SP,Presidente Alves
3522505,0.735,237700,SP,Itapevi
3552601,0.735,12407,SP,Tabapuã
3508207,0.735,4481,SP,Buritizal
4313037,0.735,5352,RS,Nova Esperança do Sul
4323804,0.735,16408,RS,Xangri-lá
3546009,0.735,14788,SP,Santa Branca
3517109,0.735,4815,SP,Glicério
3515004,0.735,273726,SP,Embu das Artes
3300704,0.735,226525,RJ,Cabo Frio
5104807,0.735,27776,MT,Jaciara
3204906,0.735,130611,ES,São Mateus
4209607,0.735,15244,SC,Lauro Müller
4203006,0.735,78595,SC,Caçador
2609600,0.735,392482,PE,Olinda
3555307,0.736,1727,SP,Turmalina
4107900,0.736,6774,PR,Floresta
4102208,0.736,3892,PR,Atalaia
5219001,0.736,7637,GO,Sanclerlândia
3162104,0.736,35469,MG,São Gotardo
4303558,0.736,2733,RS,Camargo
4207601,0.736,4446,SC,Ipira
3536208,0.736,19648,SP,Pariquera-Açu
4318002,0.736,60282,RS,São Borja
3519907,0.736,8159,SP,Iepê
3511706,0.736,17190,SP,Charqueada
4206108,0.736,6569,SC,Grão-Pará
3512308,0.736,17896,SP,Conchas
3537503,0.736,8668,SP,Pereiras
4211454,0.736,4331,SC,Nova Itaberaba
3302809,0.736,18614,RJ,Mendes
4309209,0.736,281519,RS,Gravataí
3170404,0.736,84378,MG,Unaí
4211306,0.736,81475,SC,Navegantes
1100205,0.736,529544,RO,Porto Velho
5005400,0.736,47083,MS,Maracaju
3536000,0.737,10964,SP,Parapuã
5206602,0.737,2854,GO,Cumari
4309506,0.737,7537,RS,Guarani das Missões
4313706,0.737,33303,RS,Palmeira das Missões
3556404,0.737,42845,SP,Vargem Grande do Sul
3544301,0.737,10712,SP,Roseira
3302254,0.737,31805,RJ,Itatiaia
3507704,0.737,5686,SP,Braúna
4214102,0.737,2287,SC,Presidente Nereu
4217907,0.737,8676,SC,Tangará
3154705,0.737,4033,MG,Ribeirão Vermelho
5221601,0.737,40532,GO,Uruaçu
4322707,0.737,26863,RS,Vera Cruz
4210001,0.737,12859,SC,Luiz Alves
3517901,0.737,11188,SP,Guaraci
4322541,0.737,5913,RS,Vale Real
3151503,0.737,34691,MG,Piumhi
4212106,0.737,16169,SC,Palmitos
5201108,0.737,386923,GO,Anápolis
1302603,0.737,2182763,AM,Manaus
3546702,0.737,26898,SP,Santa Gertrudes
3538105,0.737,17049,SP,Pindorama
4206900,0.737,18950,SC,Ibirama
3302858,0.737,176103,RJ,Mesquita
3546900,0.737,8817,SP,Santa Lúcia
3513504,0.737,130705,SP,Cubatão
4202107,0.738,29168,SC,Barra Velha
4216354,0.738,3733,SC,São João do Itaperiú
3534005,0.738,4381,SP,Onda Verde
4308706,0.738,5534,RS,Gaurama
3530409,0.738,4871,SP,Mirassolândia
3546504,0.738,5599,SP,Santa Ernestina
4119954,0.738,27284,PR,Pontal do Paraná
4303707,0.738,5474,RS,Campina das Missões
4317905,0.738,14257,RS,Santo Cristo
3532801,0.738,6973,SP,Nova Aliança
3514304,0.738,8873,SP,Dourado
4207700,0.738,7593,SC,Ipumirim
4309704,0.738,4762,RS,Humaitá
4110953,0.738,11176,PR,Itaipulândia
3546801,0.738,57386,SP,Santa Isabel
4311304,0.738,27807,RS,Lagoa Vermelha
4210803,0.738,7015,SC,Meleiro
3541703,0.738,14109,SP,Quatá
3306107,0.738,76523,RJ,Valença
3508405,0.738,49707,SP,Cabreúva
4211207,0.738,17796,SC,Morro da Fumaça
4120002,0.738,12914,PR,Porecatu
4124053,0.738,23465,PR,Santa Terezinha de Itaipu
4215000,0.738,42302,SC,Rio Negrinho
4106308,0.738,17071,PR,Corbélia
4207106,0.738,14184,SC,Ilhota
3515707,0.738,194276,SP,Ferraz de Vasconcelos
4128005,0.739,21013,PR,Ubiratã
4304853,0.739,1377,RS,Carlos Gomes
3547106,0.739,2939,SP,Santa Mercedes
3538600,0.739,27303,SP,Piracaia
4309803,0.739,4709,RS,Ibiaçá
3528601,0.739,9846,SP,Manduri
4124509,0.739,5438,PR,Santo Inácio
4323507,0.739,2752,RS,Vista Alegre
4305009,0.739,8774,RS,Catuípe
4321329,0.739,3072,RS,Taquaruçu do Sul
4319356,0.739,3801,RS,São Pedro da Serra
4202305,0.739,68481,SC,Biguaçu
3556800,0.739,18898,SP,Viradouro
5207402,0.739,12372,GO,Edéia
4122404,0.739,66580,PR,Rolândia
3536703,0.739,46687,SP,Pederneiras
3133105,0.739,15331,MG,Itanhandu
4314407,0.739,342405,RS,Pelotas
4317806,0.739,13885,RS,Santo Augusto
4302402,0.739,12328,RS,Bom Retiro do Sul
3517208,0.739,12168,SP,Guaiçara
3533007,0.739,21500,SP,Nova Granada
3134202,0.739,104671,MG,Ituiutaba
4318705,0.739,236835,RS,São Leopoldo
4319505,0.739,25685,RS,São Sebastião do Caí
3205002,0.739,517510,ES,Serra
3162948,0.739,7426,MG,São José da Barra
3304904,0.739,1084839,RJ,São Gonçalo
3543600,0.74,3629,SP,Rifaina
4122701,0.74,6827,PR,Sabáudia
3528205,0.74,3698,SP,Macedônia
4301057,0.74,10065,RS,Arroio do Sal
3144102,0.74,20569,MG,Muzambinho
3121209,0.74,7114,MG,Delfinópolis
3503000,0.74,5620,SP,Aramina
4300471,0.74,1964,RS,Almirante Tamandaré do Sul
4316758,0.74,6603,RS,Santa Clara do Sul
4105409,0.74,19254,PR,Chopinzinho
3507902,0.74,24403,SP,Brotas
3515301,0.74,2766,SP,Estrela do Norte
4115853,0.74,5536,PR,Mercedes
1718204,0.74,53010,TO,Porto Nacional
4300406,0.74,73589,RS,Alegrete
3557303,0.74,11304,SP,Estiva Gerbi
4301602,0.74,121143,RS,Bagé
3168804,0.74,7981,MG,Tiradentes
4218806,0.74,12899,SC,Turvo
4101804,0.74,143843,PR,Araucária
4300703,0.74,5981,RS,Anta Gorda
4312757,0.74,3625,RS,Nova Alvorada
4316501,0.74,7799,RS,Salvador do Sul
5218508,0.74,50065,GO,Quirinópolis
4128203,0.74,57517,PR,União da Vitória
4211751,0.74,18744,SC,Otacílio Costa
5212253,0.74,1588,GO,Lagoa Santa
3548401,0.74,4777,SP,Santópolis do Aguapeí
3519402,0.74,12393,SP,Ibirá
4202206,0.74,11652,SC,Benedito Novo
4216305,0.74,37424,SC,São João Batista
3500808,0.741,4166,SP,Alfredo Marcondes
3146107,0.741,74281,MG,Ouro Preto
3525854,0.741,3367,SP,Jumirim
4305959,0.741,3853,RS,Cotiporã
3513850,0.741,1793,SP,Dirce Reis
3502408,0.741,4115,SP,Anhumas
3109600,0.741,3603,MG,Cachoeira da Prata
4318903,0.741,33468,RS,São Luiz Gonzaga
3531605,0.741,4166,SP,Monte Castelo
4314308,0.741,3874,RS,Pejuçara
3554300,0.741,23148,SP,Teodoro Sampaio
4200309,0.741,5448,SC,Agronômica
4313359,0.741,3689,RS,Nova Roma do Sul
3525607,0.741,4523,SP,João Ramalho
3114550,0.741,10027,MG,Carneirinho
3529708,0.741,22226,SP,Miguelópolis
3532058,0.741,4758,SP,Motuca
3105103,0.741,23829,MG,Bambuí
4207007,0.741,56421,SC,Içara
3160702,0.741,46487,MG,Santos Dumont
1709302,0.741,25923,TO,Guaraí
3527256,0.742,2289,SP,Lourdes
3514205,0.742,2115,SP,Dolcinópolis
3536901,0.742,2494,SP,Pedranópolis
4217105,0.742,3180,SC,São Martinho
4323309,0.742,3385,RS,Vila Flores
4103222,0.742,3264,PR,Bom Sucesso do Sul
4313334,0.742,2242,RS,Nova Ramada
3171006,0.742,20590,MG,Vazante
4320651,0.742,2384,RS,Silveira Martins
3140001,0.742,60724,MG,Mariana
4321469,0.742,3030,RS,Tio Hugo
4204707,0.742,11086,SC,Cunha Porã
4205100,0.742,4146,SC,Dona Emma
4303004,0.742,82201,RS,Cachoeira do Sul
3508801,0.742,17767,SP,Cafelândia
5205471,0.742,10167,GO,Chapadão do Céu
4203600,0.742,36244,SC,Campos Novos
4207809,0.742,10419,SC,Irani
3527009,0.742,7980,SP,Lindóia
3506805,0.742,12329,SP,Bocaina
4120804,0.742,23559,PR,Quatro Barras
3522208,0.742,175693,SP,Itapecerica da Serra
5203203,0.742,11167,GO,Barro Alto
4201703,0.742,7934,SC,Ascurra
4210555,0.743,1797,SC,Marema
3528403,0.743,47150,SP,Mairinque
4304630,0.743,53049,RS,Capão da Canoa
4115705,0.743,34720,PR,Matinhos
4204905,0.743,8250,SC,Descanso
4301503,0.743,6661,RS,Augusto Pestana
